p,p_mod40,S_p,sgn
566971,11,1,1
566999,39,-1,-1
567011,11,1,1
567059,19,-1,-1
567179,19,-1,-1
567319,39,-1,-1
567439,39,-1,-1
567631,31,1,1
567659,19,-1,-1
567719,39,-1,-1
567751,31,1,1
567779,19,-1,-1
567899,19,-1,-1
568019,19,-1,-1
568091,11,1,1
568151,31,1,1
568231,31,1,1
568279,39,-1,-1
568391,31,1,1
568439,39,-1,-1
568619,19,-1,-1
568679,39,-1,-1
568691,11,1,1
568699,19,-1,-1
568831,31,1,1
568891,11,1,1
568979,19,-1,-1
568991,31,1,1
569111,31,1,1
569159,39,-1,-1
569419,19,-1,-1
569431,31,1,1
569579,19,-1,-1
569599,39,-1,-1
569711,31,1,1
569759,39,-1,-1
569771,11,1,1
569819,19,-1,-1
569831,31,1,1
569839,39,-1,-1
569939,19,-1,-1
570071,31,1,1
570079,39,-1,-1
570131,11,1,1
570139,19,-1,-1
570191,31,1,1
570359,39,-1,-1
570419,19,-1,-1
570499,19,-1,-1
570539,19,-1,-1
570659,19,-1,-1
570719,39,-1,-1
570839,39,-1,-1
570919,39,-1,-1
570959,39,-1,-1
570991,31,1,1
571019,19,-1,-1
571031,31,1,1
571099,19,-1,-1
571199,39,-1,-1
571211,11,1,1
571231,31,1,1
571279,39,-1,-1
571331,11,1,1
571339,19,-1,-1
571471,31,1,1
571679,39,-1,-1
571799,39,-1,-1
571811,11,1,1
571871,31,1,1
571939,19,-1,-1
572051,11,1,1
572059,19,-1,-1
572179,19,-1,-1
572251,11,1,1
572399,39,-1,-1
572479,39,-1,-1
572519,39,-1,-1
572599,39,-1,-1
572639,39,-1,-1
572651,11,1,1
572659,19,-1,-1
572711,31,1,1
572879,39,-1,-1
572939,19,-1,-1
573031,31,1,1
573119,39,-1,-1
573179,19,-1,-1
573299,19,-1,-1
573371,11,1,1
573479,39,-1,-1
573571,11,1,1
573719,39,-1,-1
573851,11,1,1
573871,31,1,1
573899,19,-1,-1
574051,11,1,1
574279,39,-1,-1
574439,39,-1,-1
574619,19,-1,-1
574631,31,1,1
574711,31,1,1
574859,19,-1,-1
574939,19,-1,-1
575119,39,-1,-1
575219,19,-1,-1
575231,31,1,1
575251,11,1,1
575359,39,-1,-1
575431,31,1,1
575479,39,-1,-1
575551,31,1,1
575579,19,-1,-1
575591,31,1,1
575611,11,1,1
575651,11,1,1
575699,19,-1,-1
575711,31,1,1
575791,31,1,1
576019,19,-1,-1
576031,31,1,1
576119,39,-1,-1
576179,19,-1,-1
576299,19,-1,-1
576379,19,-1,-1
576391,31,1,1
576431,31,1,1
576539,19,-1,-1
576551,31,1,1
576659,19,-1,-1
576671,31,1,1
576739,19,-1,-1
576791,31,1,1
576899,19,-1,-1
577111,31,1,1
577151,31,1,1
577219,19,-1,-1
577259,19,-1,-1
577271,31,1,1
577331,11,1,1
577471,31,1,1
577559,39,-1,-1
577639,39,-1,-1
577739,19,-1,-1
577831,31,1,1
577879,39,-1,-1
577919,39,-1,-1
577931,11,1,1
577979,19,-1,-1
578191,31,1,1
578299,19,-1,-1
578311,31,1,1
578371,11,1,1
578419,19,-1,-1
578819,19,-1,-1
578959,39,-1,-1
578999,39,-1,-1
579011,11,1,1
579119,39,-1,-1
579179,19,-1,-1
579239,39,-1,-1
579251,11,1,1
579259,19,-1,-1
579311,31,1,1
579379,19,-1,-1
579539,19,-1,-1
579571,11,1,1
579611,11,1,1
579779,19,-1,-1
579851,11,1,1
580031,31,1,1
580079,39,-1,-1
580219,19,-1,-1
580231,31,1,1
580259,19,-1,-1
580331,11,1,1
580339,19,-1,-1
580379,19,-1,-1
580471,31,1,1
580631,31,1,1
580639,39,-1,-1
580691,11,1,1
580859,19,-1,-1
580891,11,1,1
580919,39,-1,-1
581071,31,1,1
581171,11,1,1
581351,31,1,1
581411,11,1,1
581459,19,-1,-1
581551,31,1,1
581599,39,-1,-1
581639,39,-1,-1
581699,19,-1,-1
581731,11,1,1
581891,11,1,1
582011,11,1,1
582031,31,1,1
582119,39,-1,-1
582139,19,-1,-1
582251,11,1,1
582299,19,-1,-1
582371,11,1,1
582391,31,1,1
582419,19,-1,-1
582451,11,1,1
582499,19,-1,-1
582551,31,1,1
582719,39,-1,-1
582851,11,1,1
582859,19,-1,-1
582899,19,-1,-1
582931,11,1,1
582971,11,1,1
583019,19,-1,-1
583031,31,1,1
583139,19,-1,-1
583279,39,-1,-1
583351,31,1,1
583391,31,1,1
583511,31,1,1
583619,19,-1,-1
583631,31,1,1
583651,11,1,1
583859,19,-1,-1
583879,39,-1,-1
584099,19,-1,-1
584279,39,-1,-1
584359,39,-1,-1
584399,39,-1,-1
584411,11,1,1
584471,31,1,1
584531,11,1,1
584599,39,-1,-1
584659,19,-1,-1
584699,19,-1,-1
584719,39,-1,-1
584879,39,-1,-1
584951,31,1,1
584971,11,1,1
584999,39,-1,-1
585031,31,1,1
585071,31,1,1
585119,39,-1,-1
585131,11,1,1
585199,39,-1,-1
585251,11,1,1
585271,31,1,1
585551,31,1,1
585779,19,-1,-1
585791,31,1,1
585799,39,-1,-1
585839,39,-1,-1
585899,19,-1,-1
585911,31,1,1
586051,11,1,1
586139,19,-1,-1
586291,11,1,1
586319,39,-1,-1
586471,31,1,1
586499,19,-1,-1
586571,11,1,1
586631,31,1,1
586679,39,-1,-1
586811,11,1,1
586819,19,-1,-1
586919,39,-1,-1
586951,31,1,1
586979,19,-1,-1
587179,19,-1,-1
587219,19,-1,-1
587371,11,1,1
587459,19,-1,-1
587519,39,-1,-1
587539,19,-1,-1
587579,19,-1,-1
587711,31,1,1
587731,11,1,1
587771,11,1,1
587891,11,1,1
587959,39,-1,-1
587999,39,-1,-1
588011,11,1,1
588019,19,-1,-1
588079,39,-1,-1
588199,39,-1,-1
588239,39,-1,-1
588311,31,1,1
588359,39,-1,-1
588619,19,-1,-1
588779,19,-1,-1
588811,11,1,1
588839,39,-1,-1
588911,31,1,1
589111,31,1,1
589139,19,-1,-1
589231,31,1,1
589291,11,1,1
589331,11,1,1
589439,39,-1,-1
589471,31,1,1
589531,11,1,1
589591,31,1,1
589711,31,1,1
589751,31,1,1
589759,39,-1,-1
589811,11,1,1
589859,19,-1,-1
590071,31,1,1
590099,19,-1,-1
590119,39,-1,-1
590251,11,1,1
590279,39,-1,-1
590399,39,-1,-1
590599,39,-1,-1
590659,19,-1,-1
590719,39,-1,-1
590819,19,-1,-1
590839,39,-1,-1
590959,39,-1,-1
591079,39,-1,-1
591259,19,-1,-1
591391,31,1,1
591499,19,-1,-1
591599,39,-1,-1
591611,11,1,1
591659,19,-1,-1
591739,19,-1,-1
591779,19,-1,-1
591959,39,-1,-1
592019,19,-1,-1
592099,19,-1,-1
592139,19,-1,-1
592199,39,-1,-1
592351,31,1,1
592391,31,1,1
592451,11,1,1
592531,11,1,1
592639,39,-1,-1
592759,39,-1,-1
592919,39,-1,-1
592931,11,1,1
592939,19,-1,-1
593059,19,-1,-1
593071,31,1,1
593111,31,1,1
593119,39,-1,-1
593171,11,1,1
593179,19,-1,-1
593231,31,1,1
593251,11,1,1
593399,39,-1,-1
593491,11,1,1
593519,39,-1,-1
593531,11,1,1
593651,11,1,1
593899,19,-1,-1
593951,31,1,1
594119,39,-1,-1
594179,19,-1,-1
594211,11,1,1
594271,31,1,1
594299,19,-1,-1
594311,31,1,1
594359,39,-1,-1
594499,19,-1,-1
594551,31,1,1
594571,11,1,1
594679,39,-1,-1
594739,19,-1,-1
594899,19,-1,-1
594911,31,1,1
594931,11,1,1
594959,39,-1,-1
595039,39,-1,-1
595139,19,-1,-1
595159,39,-1,-1
595271,31,1,1
595291,11,1,1
595319,39,-1,-1
595379,19,-1,-1
595411,11,1,1
595451,11,1,1
595519,39,-1,-1
595571,11,1,1
596059,19,-1,-1
596159,39,-1,-1
596179,19,-1,-1
596231,31,1,1
596251,11,1,1
596279,39,-1,-1
596291,11,1,1
596399,39,-1,-1
596419,19,-1,-1
596579,19,-1,-1
596779,19,-1,-1
596831,31,1,1
596839,39,-1,-1
596879,39,-1,-1
596899,19,-1,-1
597059,19,-1,-1
597239,39,-1,-1
597391,31,1,1
597419,19,-1,-1
597451,11,1,1
597539,19,-1,-1
597559,39,-1,-1
597599,39,-1,-1
597659,19,-1,-1
597671,31,1,1
597679,39,-1,-1
597859,19,-1,-1
597899,19,-1,-1
598079,39,-1,-1
598151,31,1,1
598159,39,-1,-1
598219,19,-1,-1
598379,19,-1,-1
598399,39,-1,-1
598439,39,-1,-1
598651,11,1,1
598799,39,-1,-1
598931,11,1,1
598999,39,-1,-1
599191,31,1,1
599231,31,1,1
599399,39,-1,-1
599419,19,-1,-1
599479,39,-1,-1
599491,11,1,1
599519,39,-1,-1
599591,31,1,1
599611,11,1,1
599759,39,-1,-1
599779,19,-1,-1
599939,19,-1,-1
599999,39,-1,-1
600011,11,1,1
600091,11,1,1
600239,39,-1,-1
600319,39,-1,-1
600359,39,-1,-1
600631,31,1,1
600659,19,-1,-1
600751,31,1,1
600791,31,1,1
600959,39,-1,-1
601031,31,1,1
601039,39,-1,-1
601079,39,-1,-1
601219,19,-1,-1
601259,19,-1,-1
601319,39,-1,-1
601339,19,-1,-1
601379,19,-1,-1
601411,11,1,1
601439,39,-1,-1
601451,11,1,1
601651,11,1,1
601751,31,1,1
601759,39,-1,-1
601771,11,1,1
601819,19,-1,-1
602039,39,-1,-1
602179,19,-1,-1
602279,39,-1,-1
602351,31,1,1
602411,11,1,1
602479,39,-1,-1
602551,31,1,1
602639,39,-1,-1
602711,31,1,1
602759,39,-1,-1
602779,19,-1,-1
602831,31,1,1
602839,39,-1,-1
602891,11,1,1
602951,31,1,1
602971,11,1,1
603011,11,1,1
603131,11,1,1
603191,31,1,1
603311,31,1,1
603319,39,-1,-1
603431,31,1,1
603679,39,-1,-1
603719,39,-1,-1
603731,11,1,1
603791,31,1,1
603851,11,1,1
603859,19,-1,-1
603899,19,-1,-1
603919,39,-1,-1
604171,11,1,1
604379,19,-1,-1
604411,11,1,1
604559,39,-1,-1
604579,19,-1,-1
604619,19,-1,-1
604651,11,1,1
604699,19,-1,-1
604711,31,1,1
604811,11,1,1
604819,19,-1,-1
604859,19,-1,-1
605039,39,-1,-1
605051,11,1,1
605191,31,1,1
605239,39,-1,-1
605411,11,1,1
605471,31,1,1
605531,11,1,1
605599,39,-1,-1
605779,19,-1,-1
605879,39,-1,-1
606059,19,-1,-1
606091,11,1,1
606131,11,1,1
606299,19,-1,-1
606311,31,1,1
606379,19,-1,-1
606539,19,-1,-1
606559,39,-1,-1
606659,19,-1,-1
606731,11,1,1
606791,31,1,1
606811,11,1,1
606839,39,-1,-1
606899,19,-1,-1
606959,39,-1,-1
606971,11,1,1
607091,11,1,1
607199,39,-1,-1
607319,39,-1,-1
607331,11,1,1
607339,19,-1,-1
607471,31,1,1
607619,19,-1,-1
607819,19,-1,-1
607931,11,1,1
607939,19,-1,-1
607991,31,1,1
608099,19,-1,-1
608299,19,-1,-1
608339,19,-1,-1
608411,11,1,1
608431,31,1,1
608459,19,-1,-1
608471,31,1,1
608519,39,-1,-1
608591,31,1,1
608759,39,-1,-1
608819,19,-1,-1
608831,31,1,1
608851,11,1,1
608899,19,-1,-1
608999,39,-1,-1
609359,39,-1,-1
609391,31,1,1
609599,39,-1,-1
609619,19,-1,-1
609751,31,1,1
609779,19,-1,-1
609911,31,1,1
609979,19,-1,-1
609991,31,1,1
610031,31,1,1
610199,39,-1,-1
610219,19,-1,-1
610271,31,1,1
610279,39,-1,-1
610331,11,1,1
610339,19,-1,-1
610391,31,1,1
610439,39,-1,-1
610559,39,-1,-1
610579,19,-1,-1
610619,19,-1,-1
610651,11,1,1
610699,19,-1,-1
610739,19,-1,-1
610879,39,-1,-1
610919,39,-1,-1
611011,11,1,1
611131,11,1,1
611279,39,-1,-1
611411,11,1,1
611419,19,-1,-1
611459,19,-1,-1
611531,11,1,1
611551,31,1,1
611839,39,-1,-1
611879,39,-1,-1
611939,19,-1,-1
611951,31,1,1
611999,39,-1,-1
612071,31,1,1
612259,19,-1,-1
612331,11,1,1
612371,11,1,1
612439,39,-1,-1
612511,31,1,1
612611,11,1,1
612671,31,1,1
612719,39,-1,-1
612751,31,1,1
612971,11,1,1
613199,39,-1,-1
613219,19,-1,-1
613231,31,1,1
613439,39,-1,-1
613499,19,-1,-1
613559,39,-1,-1
613699,19,-1,-1
613999,39,-1,-1
614051,11,1,1
614179,19,-1,-1
614219,19,-1,-1
614279,39,-1,-1
614291,11,1,1
614531,11,1,1
614611,11,1,1
614639,39,-1,-1
614659,19,-1,-1
614759,39,-1,-1
615019,19,-1,-1
615031,31,1,1
615259,19,-1,-1
615299,19,-1,-1
615379,19,-1,-1
615479,39,-1,-1
615539,19,-1,-1
615599,39,-1,-1
615679,39,-1,-1
615731,11,1,1
615739,19,-1,-1
615799,39,-1,-1
615919,39,-1,-1
616079,39,-1,-1
616139,19,-1,-1
616391,31,1,1
616411,11,1,1
616439,39,-1,-1
616459,19,-1,-1
616519,39,-1,-1
616639,39,-1,-1
616871,31,1,1
616951,31,1,1
616999,39,-1,-1
617011,11,1,1
617039,39,-1,-1
617051,11,1,1
617059,19,-1,-1
617231,31,1,1
617311,31,1,1
617339,19,-1,-1
617411,11,1,1
617471,31,1,1
617479,39,-1,-1
617531,11,1,1
617579,19,-1,-1
617651,11,1,1
617699,19,-1,-1
617719,39,-1,-1
617731,11,1,1
617759,39,-1,-1
617791,31,1,1
617879,39,-1,-1
617951,31,1,1
617959,39,-1,-1
617971,11,1,1
618119,39,-1,-1
618131,11,1,1
618199,39,-1,-1
618271,31,1,1
618439,39,-1,-1
618619,19,-1,-1
618671,31,1,1
618679,39,-1,-1
618719,39,-1,-1
618859,19,-1,-1
618971,11,1,1
618979,19,-1,-1
618991,31,1,1
619019,19,-1,-1
619079,39,-1,-1
619111,31,1,1
619139,19,-1,-1
619159,39,-1,-1
619331,11,1,1
619711,31,1,1
619739,19,-1,-1
619771,11,1,1
619811,11,1,1
619819,19,-1,-1
619831,31,1,1
619979,19,-1,-1
619999,39,-1,-1
620051,11,1,1
620099,19,-1,-1
620111,31,1,1
620159,39,-1,-1
620171,11,1,1
620239,39,-1,-1
620251,11,1,1
620311,31,1,1
620519,39,-1,-1
620579,19,-1,-1
620639,39,-1,-1
620731,11,1,1
620759,39,-1,-1
620771,11,1,1
620911,31,1,1
620999,39,-1,-1
621031,31,1,1
621059,19,-1,-1
621239,39,-1,-1
621259,19,-1,-1
621359,39,-1,-1
621371,11,1,1
621419,19,-1,-1
621431,31,1,1
621631,31,1,1
621679,39,-1,-1
621739,19,-1,-1
621779,19,-1,-1
622019,19,-1,-1
622091,11,1,1
622331,11,1,1
622519,39,-1,-1
622571,11,1,1
622619,19,-1,-1
622639,39,-1,-1
622751,31,1,1
622879,39,-1,-1
623071,31,1,1
623171,11,1,1
623279,39,-1,-1
623291,11,1,1
623351,31,1,1
623531,11,1,1
623591,31,1,1
623699,19,-1,-1
623719,39,-1,-1
623759,39,-1,-1
623771,11,1,1
623851,11,1,1
623879,39,-1,-1
624119,39,-1,-1
624259,19,-1,-1
624271,31,1,1
624419,19,-1,-1
624451,11,1,1
624539,19,-1,-1
624599,39,-1,-1
624731,11,1,1
624791,31,1,1
624839,39,-1,-1
624851,11,1,1
624859,19,-1,-1
625111,31,1,1
625199,39,-1,-1
625279,39,-1,-1
625319,39,-1,-1
625451,11,1,1
625631,31,1,1
625699,19,-1,-1
625819,19,-1,-1
625831,31,1,1
625871,31,1,1
625939,19,-1,-1
625979,19,-1,-1
626011,11,1,1
626051,11,1,1
626159,39,-1,-1
626251,11,1,1
626519,39,-1,-1
626539,19,-1,-1
626599,39,-1,-1
626771,11,1,1
626959,39,-1,-1
627059,19,-1,-1
627071,31,1,1
627091,11,1,1
627119,39,-1,-1
627131,11,1,1
627139,19,-1,-1
627191,31,1,1
627251,11,1,1
627379,19,-1,-1
627391,31,1,1
627479,39,-1,-1
627491,11,1,1
627511,31,1,1
627611,11,1,1
627619,19,-1,-1
627659,19,-1,-1
627799,39,-1,-1
627911,31,1,1
628139,19,-1,-1
628219,19,-1,-1
628319,39,-1,-1
628379,19,-1,-1
628391,31,1,1
628499,19,-1,-1
628679,39,-1,-1
628699,19,-1,-1
628759,39,-1,-1
628799,39,-1,-1
628819,19,-1,-1
629011,11,1,1
629171,11,1,1
629311,31,1,1
629339,19,-1,-1
629351,31,1,1
629371,11,1,1
629411,11,1,1
629491,11,1,1
629591,31,1,1
629611,11,1,1
629779,19,-1,-1
629819,19,-1,-1
629891,11,1,1
629899,19,-1,-1
629939,19,-1,-1
630151,31,1,1
630299,19,-1,-1
630319,39,-1,-1
630391,31,1,1
630451,11,1,1
630559,39,-1,-1
630659,19,-1,-1
630719,39,-1,-1
630871,31,1,1
630899,19,-1,-1
631139,19,-1,-1
631151,31,1,1
631259,19,-1,-1
631271,31,1,1
631291,11,1,1
631339,19,-1,-1
631391,31,1,1
631399,39,-1,-1
631459,19,-1,-1
631531,11,1,1
631559,39,-1,-1
631619,19,-1,-1
631679,39,-1,-1
631711,31,1,1
631739,19,-1,-1
631819,19,-1,-1
631859,19,-1,-1
631979,19,-1,-1
631991,31,1,1
632231,31,1,1
632251,11,1,1
632351,31,1,1
632459,19,-1,-1
632699,19,-1,-1
632839,39,-1,-1
632851,11,1,1
632939,19,-1,-1
632971,11,1,1
633079,39,-1,-1
633091,11,1,1
633359,39,-1,-1
633559,39,-1,-1
633599,39,-1,-1
633739,19,-1,-1
633791,31,1,1
633799,39,-1,-1
633931,11,1,1
633991,31,1,1
634031,31,1,1
634079,39,-1,-1
634199,39,-1,-1
634211,11,1,1
634279,39,-1,-1
634331,11,1,1
634471,31,1,1
634499,19,-1,-1
634511,31,1,1
634519,39,-1,-1
634531,11,1,1
634651,11,1,1
634759,39,-1,-1
634859,19,-1,-1
634871,31,1,1
634979,19,-1,-1
635039,39,-1,-1
635051,11,1,1
635119,39,-1,-1
635279,39,-1,-1
635291,11,1,1
635339,19,-1,-1
635351,31,1,1
635359,39,-1,-1
635431,31,1,1
635471,31,1,1
635519,39,-1,-1
635639,39,-1,-1
635711,31,1,1
635731,11,1,1
635879,39,-1,-1
635891,11,1,1
635939,19,-1,-1
635959,39,-1,-1
636059,19,-1,-1
636071,31,1,1
636211,11,1,1
636319,39,-1,-1
636331,11,1,1
636359,39,-1,-1
636539,19,-1,-1
636619,19,-1,-1
636631,31,1,1
636719,39,-1,-1
636731,11,1,1
636739,19,-1,-1
636851,11,1,1
637079,39,-1,-1
637139,19,-1,-1
637199,39,-1,-1
637271,31,1,1
637319,39,-1,-1
637339,19,-1,-1
637379,19,-1,-1
637459,19,-1,-1
637499,19,-1,-1
637691,11,1,1
637751,31,1,1
637771,11,1,1
637831,31,1,1
637939,19,-1,-1
638051,11,1,1
638059,19,-1,-1
638159,39,-1,-1
638171,11,1,1
638179,19,-1,-1
638459,19,-1,-1
638699,19,-1,-1
638819,19,-1,-1
638839,39,-1,-1
638959,39,-1,-1
638971,11,1,1
638999,39,-1,-1
639011,11,1,1
639151,31,1,1
639211,11,1,1
639259,19,-1,-1
639299,19,-1,-1
639371,11,1,1
639391,31,1,1
639439,39,-1,-1
639451,11,1,1
639491,11,1,1
639571,11,1,1
639599,39,-1,-1
639631,31,1,1
639671,31,1,1
639719,39,-1,-1
639739,19,-1,-1
639839,39,-1,-1
639851,11,1,1
639911,31,1,1
639959,39,-1,-1
640019,19,-1,-1
640039,39,-1,-1
640099,19,-1,-1
640139,19,-1,-1
640151,31,1,1
640219,19,-1,-1
640279,39,-1,-1
640411,11,1,1
640499,19,-1,-1
640531,11,1,1
640631,31,1,1
640771,11,1,1
640859,19,-1,-1
640919,39,-1,-1
641051,11,1,1
641239,39,-1,-1
641279,39,-1,-1
641299,19,-1,-1
641411,11,1,1
641419,19,-1,-1
641471,31,1,1
641479,39,-1,-1
641519,39,-1,-1
641579,19,-1,-1
641639,39,-1,-1
641819,19,-1,-1
641891,11,1,1
641959,39,-1,-1
642011,11,1,1
642071,31,1,1
642079,39,-1,-1
642151,31,1,1
642359,39,-1,-1
642419,19,-1,-1
642779,19,-1,-1
642791,31,1,1
642871,31,1,1
642899,19,-1,-1
643099,19,-1,-1
643199,39,-1,-1
643439,39,-1,-1
643619,19,-1,-1
643639,39,-1,-1
643691,11,1,1
643859,19,-1,-1
643919,39,-1,-1
643991,31,1,1
644131,11,1,1
644159,39,-1,-1
644191,31,1,1
644291,11,1,1
644411,11,1,1
644519,39,-1,-1
644599,39,-1,-1
644999,39,-1,-1
645011,11,1,1
645019,19,-1,-1
645091,11,1,1
645131,11,1,1
645179,19,-1,-1
645419,19,-1,-1
645431,31,1,1
645499,19,-1,-1
645571,11,1,1
645599,39,-1,-1
645611,11,1,1
645691,11,1,1
645739,19,-1,-1
645839,39,-1,-1
646159,39,-1,-1
646199,39,-1,-1
646259,19,-1,-1
646271,31,1,1
646339,19,-1,-1
646379,19,-1,-1
646411,11,1,1
646571,11,1,1
646619,19,-1,-1
646631,31,1,1
646859,19,-1,-1
646879,39,-1,-1
646979,19,-1,-1
646991,31,1,1
647039,39,-1,-1
647099,19,-1,-1
647111,31,1,1
647131,11,1,1
647399,39,-1,-1
647551,31,1,1
647579,19,-1,-1
647651,11,1,1
647719,39,-1,-1
647771,11,1,1
647839,39,-1,-1
647851,11,1,1
647891,11,1,1
647951,31,1,1
648059,19,-1,-1
648079,39,-1,-1
648119,39,-1,-1
648191,31,1,1
648199,39,-1,-1
648239,39,-1,-1
648331,11,1,1
648371,11,1,1
648391,31,1,1
648619,19,-1,-1
648631,31,1,1
648671,31,1,1
648731,11,1,1
648779,19,-1,-1
648859,19,-1,-1
648871,31,1,1
648911,31,1,1
648971,11,1,1
649079,39,-1,-1
649151,31,1,1
649379,19,-1,-1
649471,31,1,1
649499,19,-1,-1
649511,31,1,1
649559,39,-1,-1
649619,19,-1,-1
649631,31,1,1
649639,39,-1,-1
649739,19,-1,-1
649751,31,1,1
649799,39,-1,-1
649871,31,1,1
649991,31,1,1
650011,11,1,1
650099,19,-1,-1
650179,19,-1,-1
650291,11,1,1
650359,39,-1,-1
650519,39,-1,-1
650759,39,-1,-1
650779,19,-1,-1
650971,11,1,1
651071,31,1,1
651139,19,-1,-1
651179,19,-1,-1
651191,31,1,1
651239,39,-1,-1
651251,11,1,1
651271,31,1,1
651731,11,1,1
651839,39,-1,-1
651971,11,1,1
652019,19,-1,-1
652079,39,-1,-1
652279,39,-1,-1
652319,39,-1,-1
652451,11,1,1
652499,19,-1,-1
652559,39,-1,-1
652739,19,-1,-1
652759,39,-1,-1
652811,11,1,1
652871,31,1,1
652931,11,1,1
652991,31,1,1
653111,31,1,1
653311,31,1,1
653339,19,-1,-1
653491,11,1,1
653519,39,-1,-1
653579,19,-1,-1
653651,11,1,1
653659,19,-1,-1
653819,19,-1,-1
653879,39,-1,-1
653899,19,-1,-1
653951,31,1,1
654439,39,-1,-1
654491,11,1,1
654499,19,-1,-1
654571,11,1,1
654611,11,1,1
654679,39,-1,-1
654739,19,-1,-1
654779,19,-1,-1
654799,39,-1,-1
654839,39,-1,-1
655211,11,1,1
655219,19,-1,-1
655351,31,1,1
655379,19,-1,-1
655399,39,-1,-1
655439,39,-1,-1
655511,31,1,1
655559,39,-1,-1
655579,19,-1,-1
656039,39,-1,-1
656119,39,-1,-1
656171,11,1,1
656291,11,1,1
656311,31,1,1
656371,11,1,1
656459,19,-1,-1
656471,31,1,1
656479,39,-1,-1
656519,39,-1,-1
656599,39,-1,-1
656671,31,1,1
656791,31,1,1
656819,19,-1,-1
656891,11,1,1
656939,19,-1,-1
656951,31,1,1
656959,39,-1,-1
657071,31,1,1
657079,39,-1,-1
657131,11,1,1
657299,19,-1,-1
657311,31,1,1
657431,31,1,1
657439,39,-1,-1
657451,11,1,1
657499,19,-1,-1
657539,19,-1,-1
657659,19,-1,-1
657719,39,-1,-1
657779,19,-1,-1
657931,11,1,1
657959,39,-1,-1
658079,39,-1,-1
658139,19,-1,-1
658199,39,-1,-1
658279,39,-1,-1
658319,39,-1,-1
658351,31,1,1
658379,19,-1,-1
658391,31,1,1
658579,19,-1,-1
658591,31,1,1
658639,39,-1,-1
658831,31,1,1
658871,31,1,1
658919,39,-1,-1
658979,19,-1,-1
658991,31,1,1
659011,11,1,1
659059,19,-1,-1
659159,39,-1,-1
659251,11,1,1
659279,39,-1,-1
659299,19,-1,-1
659371,11,1,1
659419,19,-1,-1
659531,11,1,1
659591,31,1,1
659639,39,-1,-1
659759,39,-1,-1
659819,19,-1,-1
659831,31,1,1
659951,31,1,1
659999,39,-1,-1
660071,31,1,1
660119,39,-1,-1
660131,11,1,1
660199,39,-1,-1
660251,11,1,1
660299,19,-1,-1
660391,31,1,1
660599,39,-1,-1
660659,19,-1,-1
660719,39,-1,-1
660791,31,1,1
660799,39,-1,-1
660899,19,-1,-1
661019,19,-1,-1
661091,11,1,1
661099,19,-1,-1
661139,19,-1,-1
661259,19,-1,-1
661439,39,-1,-1
661459,19,-1,-1
661679,39,-1,-1
661879,39,-1,-1
661931,11,1,1
661939,19,-1,-1
661951,31,1,1
662059,19,-1,-1
662111,31,1,1
662231,31,1,1
662251,11,1,1
662351,31,1,1
662491,11,1,1
662531,11,1,1
662591,31,1,1
662639,39,-1,-1
662819,19,-1,-1
662839,39,-1,-1
662939,19,-1,-1
662951,31,1,1
662999,39,-1,-1
663071,31,1,1
663191,31,1,1
663239,39,-1,-1
663319,39,-1,-1
663331,11,1,1
663359,39,-1,-1
663371,11,1,1
663539,19,-1,-1
663571,11,1,1
663599,39,-1,-1
663631,31,1,1
663659,19,-1,-1
663959,39,-1,-1
664019,19,-1,-1
664151,31,1,1
664199,39,-1,-1
664211,11,1,1
664271,31,1,1
664319,39,-1,-1
664331,11,1,1
664379,19,-1,-1
664459,19,-1,-1
664471,31,1,1
664511,31,1,1
664571,11,1,1
664619,19,-1,-1
664691,11,1,1
664711,31,1,1
664739,19,-1,-1
664771,11,1,1
664799,39,-1,-1
664879,39,-1,-1
664891,11,1,1
665039,39,-1,-1
665051,11,1,1
665111,31,1,1
665131,11,1,1
665279,39,-1,-1
665311,31,1,1
665351,31,1,1
665359,39,-1,-1
665419,19,-1,-1
665479,39,-1,-1
665591,31,1,1
665659,19,-1,-1
665719,39,-1,-1
666031,31,1,1
666119,39,-1,-1
666139,19,-1,-1
666191,31,1,1
666431,31,1,1
666559,39,-1,-1
666599,39,-1,-1
666671,31,1,1
666751,31,1,1
666871,31,1,1
666959,39,-1,-1
667019,19,-1,-1
667211,11,1,1
667351,31,1,1
667379,19,-1,-1
667559,39,-1,-1
667691,11,1,1
667819,19,-1,-1
667859,19,-1,-1
667999,39,-1,-1
668051,11,1,1
668111,31,1,1
668159,39,-1,-1
668539,19,-1,-1
668579,19,-1,-1
668599,39,-1,-1
668611,11,1,1
668671,31,1,1
668699,19,-1,-1
668719,39,-1,-1
668791,31,1,1
668879,39,-1,-1
668939,19,-1,-1
668959,39,-1,-1
668999,39,-1,-1
669091,11,1,1
669271,31,1,1
669311,31,1,1
669359,39,-1,-1
669371,11,1,1
669379,19,-1,-1
669419,19,-1,-1
669479,39,-1,-1
669551,31,1,1
669659,19,-1,-1
669791,31,1,1
669839,39,-1,-1
669859,19,-1,-1
669931,11,1,1
669971,11,1,1
670039,39,-1,-1
670099,19,-1,-1
670139,19,-1,-1
670199,39,-1,-1
670211,11,1,1
670379,19,-1,-1
670399,39,-1,-1
670471,31,1,1
670511,31,1,1
670559,39,-1,-1
670619,19,-1,-1
670739,19,-1,-1
670811,11,1,1
670919,39,-1,-1
670931,11,1,1
670991,31,1,1
671039,39,-1,-1
671159,39,-1,-1
671219,19,-1,-1
671299,19,-1,-1
